Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_s,Session
0 days 01:53:24.468000,COL,43,0 days 00:01:17.798000,42.0,3.0,,,0 days 00:00:20.430000,0 days 00:00:36.752000,0 days 00:00:20.616000,0 days 01:52:27.151000,0 days 01:53:03.903000,0 days 01:53:24.519000,191.0,190.0,259.0,280.0,False,MEDIUM,16.0,True,Alpine,0 days 01:52:06.670000,2025-05-25 13:59:07.056,1,17.0,False,,False,True,77.798,RACE
0 days 01:54:42.009000,COL,43,0 days 00:01:17.541000,43.0,3.0,,,0 days 00:00:20.286000,0 days 00:00:36.504000,0 days 00:00:20.751000,0 days 01:53:44.805000,0 days 01:54:21.309000,0 days 01:54:42.060000,199.0,190.0,258.0,280.0,False,MEDIUM,17.0,True,Alpine,0 days 01:53:24.468000,2025-05-25 14:00:24.854,1,17.0,False,,False,True,77.541,RACE
0 days 01:56:00.448000,COL,43,0 days 00:01:18.439000,44.0,3.0,,,0 days 00:00:20.488000,0 days 00:00:37.187000,0 days 00:00:20.764000,0 days 01:55:02.548000,0 days 01:55:39.735000,0 days 01:56:00.499000,186.0,187.0,259.0,280.0,False,MEDIUM,18.0,True,Alpine,0 days 01:54:42.009000,2025-05-25 14:01:42.395,1,16.0,False,,False,True,78.439,RACE
0 days 01:57:19.158000,COL,43,0 days 00:01:18.710000,45.0,3.0,,,0 days 00:00:20.474000,0 days 00:00:37.271000,0 days 00:00:20.965000,0 days 01:56:20.973000,0 days 01:56:58.244000,0 days 01:57:19.209000,190.0,186.0,267.0,280.0,False,MEDIUM,19.0,True,Alpine,0 days 01:56:00.448000,2025-05-25 14:03:00.834,1,16.0,False,,False,True,78.71,RACE
0 days 01:58:39.348000,COL,43,0 days 00:01:20.190000,46.0,3.0,,,0 days 00:00:20.537000,0 days 00:00:37.455000,0 days 00:00:22.198000,0 days 01:57:39.746000,0 days 01:58:17.201000,0 days 01:58:39.399000,194.0,186.0,266.0,279.0,False,MEDIUM,20.0,True,Alpine,0 days 01:57:19.158000,2025-05-25 14:04:19.544,1,16.0,False,,False,True,80.19,RACE
0 days 01:59:59.237000,COL,43,0 days 00:01:19.889000,47.0,3.0,,,0 days 00:00:20.566000,0 days 00:00:37.486000,0 days 00:00:21.837000,0 days 01:58:59.965000,0 days 01:59:37.451000,0 days 01:59:59.288000,187.0,184.0,256.0,279.0,False,MEDIUM,21.0,True,Alpine,0 days 01:58:39.348000,2025-05-25 14:05:39.734,1,16.0,False,,False,True,79.889,RACE
0 days 02:01:17.477000,COL,43,0 days 00:01:18.240000,48.0,3.0,,,0 days 00:00:20.033000,0 days 00:00:37.186000,0 days 00:00:21.021000,0 days 02:00:19.321000,0 days 02:00:56.507000,0 days 02:01:17.528000,194.0,187.0,266.0,279.0,False,MEDIUM,22.0,True,Alpine,0 days 01:59:59.237000,2025-05-25 14:06:59.623,1,16.0,False,,False,True,78.24,RACE
0 days 02:02:35.636000,COL,43,0 days 00:01:18.159000,49.0,3.0,,,0 days 00:00:20.421000,0 days 00:00:37.070000,0 days 00:00:20.668000,0 days 02:01:37.949000,0 days 02:02:15.019000,0 days 02:02:35.687000,193.0,192.0,259.0,280.0,False,MEDIUM,23.0,True,Alpine,0 days 02:01:17.477000,2025-05-25 14:08:17.863,1,16.0,False,,False,True,78.159,RACE
0 days 02:03:55.601000,COL,43,0 days 00:01:19.965000,50.0,3.0,,,0 days 00:00:20.398000,0 days 00:00:37.535000,0 days 00:00:22.032000,0 days 02:02:56.085000,0 days 02:03:33.620000,0 days 02:03:55.652000,191.0,189.0,259.0,278.0,False,MEDIUM,24.0,True,Alpine,0 days 02:02:35.636000,2025-05-25 14:09:36.022,1,16.0,False,,False,True,79.965,RACE
0 days 02:07:57.001000,COL,43,0 days 00:01:20.255000,53.0,3.0,,,0 days 00:00:20.508000,0 days 00:00:38.835000,0 days 00:00:20.912000,0 days 02:06:57.305000,0 days 02:07:36.140000,0 days 02:07:57.052000,184.0,188.0,260.0,219.0,False,MEDIUM,27.0,True,Alpine,0 days 02:06:36.746000,2025-05-25 14:13:37.132,1,16.0,False,,False,True,80.255,RACE
0 days 02:09:15.711000,COL,43,0 days 00:01:18.710000,54.0,3.0,,,0 days 00:00:20.523000,0 days 00:00:37.008000,0 days 00:00:21.179000,0 days 02:08:17.575000,0 days 02:08:54.583000,0 days 02:09:15.762000,,185.0,266.0,283.0,False,MEDIUM,28.0,True,Alpine,0 days 02:07:57.001000,2025-05-25 14:14:57.387,1,16.0,False,,False,True,78.71,RACE
0 days 02:10:34.403000,COL,43,0 days 00:01:18.692000,55.0,3.0,,,0 days 00:00:20.798000,0 days 00:00:37.034000,0 days 00:00:20.860000,0 days 02:09:36.560000,0 days 02:10:13.594000,0 days 02:10:34.454000,193.0,193.0,266.0,282.0,False,MEDIUM,29.0,True,Alpine,0 days 02:09:15.711000,2025-05-25 14:16:16.097,1,16.0,False,,False,True,78.692,RACE
0 days 02:11:52.892000,COL,43,0 days 00:01:18.489000,56.0,3.0,,,0 days 00:00:20.514000,0 days 00:00:37.121000,0 days 00:00:20.854000,0 days 02:10:54.968000,0 days 02:11:32.089000,0 days 02:11:52.943000,194.0,191.0,267.0,281.0,False,MEDIUM,30.0,True,Alpine,0 days 02:10:34.403000,2025-05-25 14:17:34.789,1,16.0,False,,False,True,78.489,RACE
0 days 02:13:11.318000,COL,43,0 days 00:01:18.426000,57.0,3.0,,,0 days 00:00:20.291000,0 days 00:00:37.248000,0 days 00:00:20.887000,0 days 02:12:13.234000,0 days 02:12:50.482000,0 days 02:13:11.369000,195.0,188.0,268.0,282.0,False,MEDIUM,31.0,True,Alpine,0 days 02:11:52.892000,2025-05-25 14:18:53.278,1,16.0,False,,False,True,78.426,RACE
0 days 02:14:29.567000,COL,43,0 days 00:01:18.249000,58.0,3.0,,,0 days 00:00:20.376000,0 days 00:00:37.079000,0 days 00:00:20.794000,0 days 02:13:31.745000,0 days 02:14:08.824000,0 days 02:14:29.618000,189.0,190.0,266.0,280.0,False,MEDIUM,32.0,True,Alpine,0 days 02:13:11.318000,2025-05-25 14:20:11.704,1,16.0,False,,False,True,78.249,RACE
0 days 02:15:48.630000,COL,43,0 days 00:01:19.063000,59.0,3.0,,,0 days 00:00:20.283000,0 days 00:00:37.604000,0 days 00:00:21.176000,0 days 02:14:49.901000,0 days 02:15:27.505000,0 days 02:15:48.681000,190.0,186.0,266.0,281.0,False,MEDIUM,33.0,True,Alpine,0 days 02:14:29.567000,2025-05-25 14:21:29.953,1,16.0,False,,False,True,79.063,RACE
0 days 02:17:07.317000,COL,43,0 days 00:01:18.687000,60.0,3.0,,,0 days 00:00:20.341000,0 days 00:00:37.201000,0 days 00:00:21.145000,0 days 02:16:09.022000,0 days 02:16:46.223000,0 days 02:17:07.368000,196.0,189.0,268.0,281.0,False,MEDIUM,34.0,True,Alpine,0 days 02:15:48.630000,2025-05-25 14:22:49.016,1,16.0,False,,False,True,78.687,RACE
0 days 02:18:26.195000,COL,43,0 days 00:01:18.878000,61.0,3.0,,,0 days 00:00:20.091000,0 days 00:00:37.658000,0 days 00:00:21.129000,0 days 02:17:27.459000,0 days 02:18:05.117000,0 days 02:18:26.246000,191.0,184.0,266.0,279.0,False,MEDIUM,35.0,True,Alpine,0 days 02:17:07.317000,2025-05-25 14:24:07.703,1,16.0,False,,False,True,78.878,RACE
0 days 02:19:44.409000,COL,43,0 days 00:01:18.214000,62.0,3.0,,,0 days 00:00:20.102000,0 days 00:00:37.143000,0 days 00:00:20.969000,0 days 02:18:46.348000,0 days 02:19:23.491000,0 days 02:19:44.460000,193.0,187.0,266.0,280.0,False,MEDIUM,36.0,True,Alpine,0 days 02:18:26.195000,2025-05-25 14:25:26.581,1,16.0,False,,False,True,78.214,RACE
0 days 02:21:03.286000,COL,43,0 days 00:01:18.877000,63.0,3.0,,,0 days 00:00:20.129000,0 days 00:00:37.292000,0 days 00:00:21.456000,0 days 02:20:04.589000,0 days 02:20:41.881000,0 days 02:21:03.337000,,190.0,265.0,280.0,False,MEDIUM,37.0,True,Alpine,0 days 02:19:44.409000,2025-05-25 14:26:44.795,1,16.0,False,,False,True,78.877,RACE
0 days 02:22:21.665000,COL,43,0 days 00:01:18.379000,64.0,3.0,,,0 days 00:00:20.421000,0 days 00:00:37.089000,0 days 00:00:20.869000,0 days 02:21:23.758000,0 days 02:22:00.847000,0 days 02:22:21.716000,,191.0,267.0,279.0,False,MEDIUM,38.0,True,Alpine,0 days 02:21:03.286000,2025-05-25 14:28:03.672,1,15.0,False,,False,True,78.379,RACE
0 days 02:23:39.003000,COL,43,0 days 00:01:17.338000,65.0,3.0,,,0 days 00:00:19.855000,0 days 00:00:36.917000,0 days 00:00:20.566000,0 days 02:22:41.571000,0 days 02:23:18.488000,0 days 02:23:39.054000,196.0,192.0,266.0,279.0,False,MEDIUM,39.0,True,Alpine,0 days 02:22:21.665000,2025-05-25 14:29:22.051,1,15.0,False,,False,True,77.338,RACE
0 days 02:24:56.520000,COL,43,0 days 00:01:17.517000,66.0,3.0,,,0 days 00:00:20.069000,0 days 00:00:36.800000,0 days 00:00:20.648000,0 days 02:23:59.123000,0 days 02:24:35.923000,0 days 02:24:56.571000,193.0,189.0,268.0,279.0,False,MEDIUM,40.0,True,Alpine,0 days 02:23:39.003000,2025-05-25 14:30:39.389,1,15.0,False,,False,True,77.517,RACE
0 days 02:26:14.538000,COL,43,0 days 00:01:18.018000,67.0,3.0,,,0 days 00:00:19.948000,0 days 00:00:37.817000,0 days 00:00:20.253000,0 days 02:25:16.519000,0 days 02:25:54.336000,0 days 02:26:14.589000,197.0,190.0,264.0,272.0,False,MEDIUM,41.0,True,Alpine,0 days 02:24:56.520000,2025-05-25 14:31:56.906,1,15.0,False,,False,True,78.018,RACE
0 days 02:27:31.638000,COL,43,0 days 00:01:17.100000,68.0,3.0,,,0 days 00:00:19.669000,0 days 00:00:36.818000,0 days 00:00:20.613000,0 days 02:26:34.258000,0 days 02:27:11.076000,0 days 02:27:31.689000,196.0,193.0,258.0,280.0,False,MEDIUM,42.0,True,Alpine,0 days 02:26:14.538000,2025-05-25 14:33:14.924,1,15.0,False,,False,True,77.1,RACE
0 days 02:28:48.341000,COL,43,0 days 00:01:16.703000,69.0,3.0,,,0 days 00:00:19.802000,0 days 00:00:36.610000,0 days 00:00:20.291000,0 days 02:27:51.491000,0 days 02:28:28.101000,0 days 02:28:48.392000,202.0,191.0,259.0,278.0,False,MEDIUM,43.0,True,Alpine,0 days 02:27:31.638000,2025-05-25 14:34:32.024,1,14.0,False,,False,True,76.703,RACE
0 days 02:30:05.048000,COL,43,0 days 00:01:16.707000,70.0,3.0,,,0 days 00:00:19.773000,0 days 00:00:36.702000,0 days 00:00:20.232000,0 days 02:29:08.165000,0 days 02:29:44.867000,0 days 02:30:05.099000,205.0,194.0,257.0,278.0,False,MEDIUM,44.0,True,Alpine,0 days 02:28:48.341000,2025-05-25 14:35:48.727,1,14.0,False,,False,True,76.707,RACE
0 days 02:31:21.304000,COL,43,0 days 00:01:16.256000,71.0,3.0,,,0 days 00:00:19.673000,0 days 00:00:36.385000,0 days 00:00:20.198000,0 days 02:30:24.772000,0 days 02:31:01.157000,0 days 02:31:21.355000,210.0,194.0,258.0,278.0,False,MEDIUM,45.0,True,Alpine,0 days 02:30:05.048000,2025-05-25 14:37:05.434,1,14.0,False,,False,True,76.256,RACE
0 days 02:32:37.439000,COL,43,0 days 00:01:16.135000,72.0,3.0,,,0 days 00:00:19.762000,0 days 00:00:36.313000,0 days 00:00:20.060000,0 days 02:31:41.117000,0 days 02:32:17.430000,0 days 02:32:37.490000,204.0,197.0,258.0,277.0,False,MEDIUM,46.0,True,Alpine,0 days 02:31:21.304000,2025-05-25 14:38:21.690,1,14.0,False,,False,True,76.135,RACE
0 days 02:33:53.108000,COL,43,0 days 00:01:15.669000,73.0,3.0,,,0 days 00:00:19.485000,0 days 00:00:36.107000,0 days 00:00:20.077000,0 days 02:32:56.975000,0 days 02:33:33.082000,0 days 02:33:53.159000,206.0,197.0,257.0,278.0,False,MEDIUM,47.0,True,Alpine,0 days 02:32:37.439000,2025-05-25 14:39:37.825,1,13.0,False,,False,True,75.669,RACE
0 days 02:35:08.672000,COL,43,0 days 00:01:15.564000,74.0,3.0,,,0 days 00:00:19.558000,0 days 00:00:36.073000,0 days 00:00:19.933000,0 days 02:34:12.717000,0 days 02:34:48.790000,0 days 02:35:08.723000,211.0,194.0,258.0,277.0,False,MEDIUM,48.0,True,Alpine,0 days 02:33:53.108000,2025-05-25 14:40:53.494,1,13.0,False,,False,True,75.564,RACE
0 days 02:36:24.592000,COL,43,0 days 00:01:15.920000,75.0,3.0,,,0 days 00:00:19.573000,0 days 00:00:36.350000,0 days 00:00:19.997000,0 days 02:35:28.296000,0 days 02:36:04.646000,0 days 02:36:24.643000,,191.0,258.0,277.0,False,MEDIUM,49.0,True,Alpine,0 days 02:35:08.672000,2025-05-25 14:42:09.058,1,13.0,False,,False,True,75.92,RACE
0 days 02:37:40.027000,COL,43,0 days 00:01:15.435000,76.0,3.0,,,0 days 00:00:19.512000,0 days 00:00:36.009000,0 days 00:00:19.914000,0 days 02:36:44.155000,0 days 02:37:20.164000,0 days 02:37:40.078000,212.0,197.0,259.0,278.0,False,MEDIUM,50.0,True,Alpine,0 days 02:36:24.592000,2025-05-25 14:43:24.978,1,13.0,False,,False,True,75.435,RACE
